"numero_zona","sigla_uf","endereco","cep","bairro","nome_municipio","sigla_uf"
"006","10-0006","AVENIDA NORTE SUL, LOTE 1, CIDADE JUDICIÁRIA, BAIRRO CAMPO DE BELÉM","65609005","CENTRO","CAXIAS","MA"
"004","10-0004","AVENIDA NORTE-SUL, LOTE 1, CIDADE JUDICIÁRIA - CAMPO DE BELEM","65609005","CAMPO DE BELEM","CAXIAS","MA"
"084","10-0084","AVENIDA RODOVIÁRIA, S/N","65470000","CENTRO - ZONA URBANA","SÃO MATEUS DO MARANHÃO","MA"
"039","10-0039","AVENIDA SANTOS DUMONT SN - FÓRUM","65278000","BAIRRO CANARIO ZONA URBANA","TURIAÇU","MA"
"073","10-0073","AVENIDA ZECA COSTA, S/N - CENTRO","65530000","CENTRO","URBANO SANTOS","MA"
"043","10-0043","CARTÓRIO ELEITORAL - PRAÇA DO ESTUDANTE SN CENTRO","65370000","CENTRO ZONA URBANA","PINDARÉ-MIRIM","MA"
"079","10-0079","ESTRADA DE ACESSO AO MIL REIS, SN","65763000","RESIDENCIAL ANA ISABEL","TUNTUM","MA"
"032","10-0032","FORUM ANISIO ALMEIDA RUA CEL. JOAQUIM RODRIGUES, S/N","65180000","CENTRO - ZONA URBANA","HUMBERTO DE CAMPOS","MA"
"026","10-0026","FÓRUM  DE CAROLINA - AV. ELIAS BARROS, S/N","65980000","BAIRRO ALTO DA COLINA - ZONA URBANA","CAROLINA","MA"
"008","10-0008","FORUM DES. CAETANO MARTINS JORGE - RUA DA SALVAÇÃO, S/N","65415000","CENTRO - ZONA URBANA","COROATÁ","MA"
"037","10-0037","FORUM DES. SARNEY DE ARAUJO COSTA - PRACA JOSE SARNEY N 307","65200000","CENTRO-ZONA URBANA","PINHEIRO","MA"
"038","10-0038","FÓRUM DR. JOAQUIM SILVESTRE TRINTA -  RUA FRANCISO XAVIER, SN","65235000","MUTIRÃO - ZONA URBANA","SÃO BENTO","MA"
"003","10-0003","FÓRUM ELEITORAL, AV. DANIEL DE LATOUCHE N 2800, COHAMA, SÃO LUÍS/MA","65074115","COHAMA - ZONA URBANA","SÃO LUÍS","MA"
"042","10-0042","FÓRUM ELEITORAL DA 42 ZONA  - RUA JUSCELINO KUBITSCHEK - S/N","65500000","CORRENTE - ZONA URBANA","CHAPADINHA","MA"
"068","10-0068","FORUM ELEITORAL DES. CAETANO MARTINS JORGE - RUA DA SALVAÇÃO S/N","65415000","CENTRO - ZONA URBANA","COROATÁ","MA"
"015","10-0015","FÓRUM ELEITORAL JUIZ ANTONIO EDUARDO OLIVEIRA NAVA RODOVIA BR 226, S/N","65940000","TREZIDELA - ZONA URBANA","GRAJAÚ","MA"
"050","10-0050","FÓRUM ELEITORAL - RUA  HORACIO GONCALVES S/N","65430000","ROSALINA - ZONA URBANA","VARGEM GRANDE","MA"
"031","10-0031","FORUM JUIZ SAI LUIZ CHUNG- RUA BARÃO DO RIO BRANCO, S/N","65170000","CENTRO - ZONA URBANA","ICATU","MA"
"065","10-0065","LOTEAMENTO JUSCELINO KUBITSCHEK, QUADRA 17 A, S/N","65913420","BOM JESUS - ZONA URBANA","IMPERATRIZ","MA"
"033","10-0033","LOTEAMENTO JUSCELINO KUBITSCHEK, QUADRA 17-A, SN","65913420","BOM JESUS - ZONA URBANA","IMPERATRIZ","MA"
"092","10-0092","LOTEAMENTO JUSCELINO KUBITSCHEK QD 17 A S/N","65913420","BOM JESUS - ZONA URBANA","IMPERATRIZ","MA"
"054","10-0054","PRAÇA DA INDEPENDÊNCIA, S/N","65760000","BAIRRO VILA MILITAR - ZONA URBANA","PRESIDENTE DUTRA","MA"
"052","10-0052","PRACA GOMES DE CASTRO, 25","65250000","CENTRO ZONA URBANA","ALCÂNTARA","MA"
"110","10-0110","PRAÇA SÃO JOÃO, S/N, FÓRUM DE JUSTIÇA, CENTRO","65170000","CENTRO - ZONA URBANA","MORROS","MA"
"062","10-0062","RUA 07 DE SETEMBRO, N. 122, CENTRO","65895000","CENTRO - ZONA URBANA","LORETO","MA"
"108","10-0108","RUA 15 DE NOVEMBRO, 86","65878000","CENTRO","GOVERNADOR EUGÊNIO BARROS","MA"
"012","10-0012","RUA 7 DE SETEMBRO S/N","65570000","CENTRO - ZONA URBANA","ARAIOSES","MA"
"048","10-0048","RUA AFONSO PENA, N 09","65765000","CENTRO - ZONA URBANA","DOM PEDRO","MA"
"056","10-0056","RUA ANACLETO DE CARVALHO, N. 466","65590000","CRUZEIRO- ZONA URBANA","BARREIRINHAS","MA"
"104","10-0104","RUA BARÃO DE GRAJAÚ, SN","65945000","CENTRO ZONA URBANA","ARAME","MA"
"049","10-0049","RUA BENJAMIM CONSTANT, 68, CENTRO, VITORINO FREIRE-MA.","65320000","CENTRO - ZONA URBANA","VITORINO FREIRE","MA"
"025","10-0025","RUA BERNADETE CUNHA, S/N","65515000","CENTRO-ZONA URBANA","BURITI","MA"
"021","10-0021","RUA CÍCERO NEIVA, S/N - CENTRO","65660000","CENTRO - ZONA URBANA","BARÃO DE GRAJAÚ","MA"
"061","10-0061","RUA CLÁUDIO CARNEIRO, 149,","65750000","CENTRO - ZONA URBANA","ESPERANTINÓPOLIS","MA"
"075","10-0075","RUA COELHO PAREDE, 703","65990000","CENTRO - ZONA URBANA","RIACHÃO","MA"
"057","10-0057","RUA COLARES MOREIRA, 130","65300000","CENTRO - ZONA URBANA","SANTA INÊS","MA"
"077","10-0077","RUA COLARES MOREIRA, 130","65302425","CENTRO - ZONA URBANA","SANTA INÊS","MA"
"007","10-0007","RUA CONEGO MENDONCA, 366","65400000","CENTRO - ZONA URBANA","CODÓ","MA"
"051","10-0051","RUA CÔNEGO NESTOR, 214","65550000","CENTRO - ZONA URBANA","SÃO BERNARDO","MA"
"067","10-0067","RUA DAS LARANJEIRAS, 1477,","65725000","GOIABAL","PEDREIRAS","MA"
"009","10-0009","RUA DAS LARANJEIRAS, N 1477, GOIABAL","65725000","GOIABAL","PEDREIRAS","MA"
"083","10-0083","RUA DEP. LUÍS ROCHA, SN","65208000","BAIXINHA - ZONA URBANA","SANTA HELENA","MA"
"014","10-0014","RUA DOM PEDRO II, S/N - CENTRO - CURURUPU - MARANHÃO","65268000","CENTRO - ZONA URBANA","CURURUPU","MA"
"072","10-0072","RUA DOS ARCANJOS, S/N","65850000","ALTO ALEGRE - ZONA URBANA","MIRADOR","MA"
"053","10-0053","RUA DO SOL,  39","65665000","SÃO RAIMUNDO - ZONA URBANA","SÃO JOÃO DOS PATOS","MA"
"086","10-0086","RUA DR. AFONSO MATOS, S/N","65218000","CENTRO - ZONA URBANA","MATINHA","MA"
"045","10-0045","RUA DR. DJALMA MARQUES, S/N.","65213000","BAIRRO CENTRO - ZONA URBANA","PENALVA","MA"
"019","10-0019","RUA DRA. LIZETE DE OLIVEIRA FARIAS, S/N","65630200","PARQUE PIAUI - ZONA URBANA","TIMON","MA"
"100","10-0100","RUA FERNÃO DIAS, 145 - CARTORIO ELEITORAL","65289000","CENTRO-ZONA URBANA","MARACAÇUMÉ","MA"
"063","10-0063","RUA HUMBERTO DE CAMPOS, 308","65225000","CENTRO ZONA URBANA","SÃO JOÃO BATISTA","MA"
"111","10-0111","RUA JOAO BOUERES SN - CENTRO","65248000","CENTRO ZONA URBANA","BEQUIMÃO","MA"
"027","10-0027","RUA JOÃO INÁCIO GARCIA 22","65480000","CENTRO ZONA URBANA","ARARI","MA"
"074","10-0074","RUA JOSEANE SALES,177A","65715000","CENTRO - ZONA URBANA","LAGO DA PEDRA","MA"
"069","10-0069","RUA JOSÉ DE ALENCAR S N","65730000","BAIRRO NOVO - ZONA URBANA","SANTO ANTÔNIO DOS LOPES","MA"
"109","10-0109","RUA LEONEL AMORIM, S/N, CENTRO","65490000","CENTRO - ZONA URBANA","ITAPECURU MIRIM","MA"
"094","10-0094","RUA LIZETE DE OLIVEIRA FARIAS, S/N","65631230","PARQUE PIAUI - ZONA URBANA","TIMON","MA"
"023","10-0023","RUA MISSIONÁRIO PERRIM SMITH S/N","65950000","INCRA ZONA URBANA","BARRA DO CORDA","MA"
"097","10-0097","RUA MISSIONÁRIO PERRIN SMITH, S/N","65950000","INCRA ZONA URBANA","BARRA DO CORDA","MA"
"095","10-0095","RUA NIVEL MÉDIO, 08 - CENTRO","65393000","CENTRO - ZONA URBANA","BURITICUPU","MA"
"078","10-0078","RUA NOVA BRASILIA, S/N","65380000","ALTO DOS PRAXEDES - ZONA URBANA","BOM JARDIM","MA"
"096","10-0096","RUA NUNES GARCIA, 54, CONJUNTO HABITAR BRASIL","65365000","VILA GUSMÃO-ZONA URBANA","ZÉ DOCA","MA"
"103","10-0103","RUA PARSONDAS DE CARVALHO SN","65936000","CENTRO - ZONA URBANA","MONTES ALTOS","MA"
"060","10-0060","RUA PEREIRA JUNIOR, 27","65790000","CENTRO - ZONA URBANA","SÃO DOMINGOS DO MARANHÃO","MA"
"020","10-0020","RUA PROF. ANTONIO LOPES S/N","65215000","CENTRO- ZONA URBANA","VIANA","MA"
"016","10-0016","RUA PROFESSOR LEONEL AMORIM, S/N","65485000","CENTRO - ZONA URBANA","ITAPECURU MIRIM","MA"
"024","10-0024","RUA SANTO ANTONIO, 71","65520000","BAIRRO SANTO ANTONIO -ZONA URBANA","BREJO","MA"
"101","10-0101","RUA SÃO JOSÉ, S/N, VILA BAHIA (ESCOLA FUTURO FELIZ)","65284000","ZONA URBANA","GOVERNADOR NUNES FREIRE","MA"
"040","10-0040","RUA SÃO JOSÉ 186B - CENTRO","65580000","CENTRO ZONA URBANA","TUTÓIA","MA"
"082","10-0082","RUA SÃO SEBASTIÃO, S/N, PROX. A DELEGACIA","65975000","CENTRO - ZONA URBANA","ESTREITO","MA"
"018","10-0018","RUA SENADOR URBANOS SANTOS, S/N","65150000","CENTRO-ZONA URBANA","ROSÁRIO","MA"
"058","10-0058","RUA TIRADENTES, S/N","65922000","MUTIRÃO - ZONA URBANA","JOÃO LISBOA","MA"
"070","10-0070","RUA TRAVASSOS FURTADO, 135, CENTRO","65390000","CENTRO - ZONA URBANA","SANTA LUZIA","MA"
"034","10-0034","RUA URBANO SANTOS, 66, CENTRO","65840000","CENTRO - ZONA URBANA","SÃO RAIMUNDO DAS MANGABEIRAS","MA"
"041","10-0041","TRAV. ANTONIO FILHO DA COSTA N 12","65350000","BAIRRO CENTRO - ZONA URBANA","VITÓRIA DO MEARIM","MA"
"046","10-0046","TRAVESSA BOA VISTA, S/N, CENTRO","65970000","CENTRO - ZONA URBANA","PORTO FRANCO","MA"
"105","10-0105","TRAVESSA DA LIBERDADE, S/N","65800000","POTOSI - ZONA URBANA","BALSAS","MA"
"022","10-0022","TRAVESSA DA LIBERDADE-S/N","65800000","POTOSI - ZONA URBANA","BALSAS","MA"
"064","10-0064","TRAVESSA NOSSA SENHORA DO CARMO N.280","65280000","CENTRO - ZONA URBANA","CÂNDIDO MENDES","MA"
"011","10-0011","TRAVESSA VEREADOR CARLOS LUSTOSA, NR 330","65810000","SANTA CRUZ - ZONA URBANA","ALTO PARNAÍBA","MA"
"055","10-0055","TV. SÃO SEBASTIÃO, 687","65295000","PERPÉTUO SOCORRO - ZONA URBANA.","CARUTAPERA","MA"
