"numero_zona","sigla_uf","endereco","cep","bairro","nome_municipio","sigla_uf"
"059","17-0059","PRAÇA AGAMENON MAGALHÃES, S/N","55315000","CENTRO","CORRENTES","PE"
"076","17-0076","PRAÇA CORONEL CHICO ROMÃO, S/N","56140000","CENTRO","SERRITA","PE"
"043","17-0043","PRACA COSTA AZEVEDO, 120","55400000","CENTRO","CATENDE","PE"
"014","17-0014","PRAÇA DA BANDEIRA, N 27, CENTRO","54800000","CENTRO","MORENO","PE"
"002","17-0002","PRACA DAS CINCO PONTAS, 321","50020500","SAO JOSE","RECIFE","PE"
"008","17-0008","PRACA DAS CINCO PONTAS, 321","50020500","SAO JOSE","RECIFE","PE"
"149","17-0149","PRACA DAS CINCO PONTAS, 321","50020500","SAO JOSE","RECIFE","PE"
"003","17-0003","PRAÇA DAS CINCO PONTAS, 321","50020500","SAO JOSE","RECIFE","PE"
"007","17-0007","PRAÇA DAS CINCO PONTAS, 321","50020500","SAO JOSE","RECIFE","PE"
"009","17-0009","PRAÇA DAS CINCO PONTAS, 321","50020500","SAO JOSE","RECIFE","PE"
"150","17-0150","PRAÇA DAS CINCO PONTAS, 321","50020500","SAO JOSE","RECIFE","PE"
"006","17-0006","PRACA DAS CINCO PONTAS, 321, SAO JOSE, RECIFE/PE","50020500","SAO JOSE","RECIFE","PE"
"005","17-0005","PRAÇA DAS CINCO PONTAS, 321, SÃO JOSÉ, RECIFE-PE, CEP 50020-500","50020500","SAO JOSE","RECIFE","PE"
"004","17-0004","PRAÇA DAS CINCO PONTAS,321 SÃO JOSÉ","50020500","SAO JOSE","RECIFE","PE"
"038","17-0038","PRACA DOS TRES PODERES, 3280","55550000","CENTRO","ÁGUA PRETA","PE"
"028","17-0028","PRACA ELISEU LINS DE ANDRADE S/N (FÓRUM DA CIDADE)","55520000","CENTRO","RIBEIRÃO","PE"
"045","17-0045","PRAÇA JOÃO TORRES GALINDO S/N","55150000","EDSON MORORÓ MOURA","BELO JARDIM","PE"
"094","17-0094","PRAÇA JOAQUIM NABUCO, 112-D CENTRO PRÓXIMO À PREFEITURA","55385000","CENTRO","LAJEDO","PE"
"017","17-0017","PRAÇA JOAQUIM NABUCO, N. 74, CENTRO, PAUDALHO","55825000","CENTRO","PAUDALHO","PE"
"064","17-0064","PRAÇA NOSSA SENHORA DA CONCEIÇÃO, 03","55340000","CENTRO","ÁGUAS BELAS","PE"
"100","17-0100","R. DR. MANOEL DE ALMEIDA BELO, 1091","53030030","BAIRRO NOVO","OLINDA","PE"
"044","17-0044","R. SALUSTIANO FERREIRA DE LIMA, 106","55130000","CENTRO","SÃO CAITANO","PE"
"050","17-0050","ROD. EST. PE 320, S/N, FÓRUM JOSÉ VER. MONTEIRO","56780000","POVOADO RIACHO DO GADO","TABIRA","PE"
"051","17-0051","ROD. PE 130, N 690, FÓRUM","55790000","CENTRO","TAQUARITINGA DO NORTE","PE"
"133","17-0133","RUA 25 DE ABRIL, 226","56250000","CENTRO","TRINDADE","PE"
"068","17-0068","RUA 25 DE AGOSTO,S/N","56700000","CENTRO","SÃO JOSÉ DO EGITO","PE"
"084","17-0084","RUA ANA RAMOS LACERDA, S/N","56280000","CENTRO","ARARIPINA","PE"
"025","17-0025","RUA ANTONIO CORREIA DE OLIVEIRA ANDRADE FILHO, S/N, (FÓRUM DE GOIANA)","55900000","BOA VISTA","GOIANA","PE"
"065","17-0065","RUA ANTÔNIO JOSÉ DE MOURA, 50","56640000","CENTRO","CUSTÓDIA","PE"
"130","17-0130","RUA APRIGIO INACIO CORDEIRO - FORUM DE CAPOEIRAS","55365000","CENTRO","CAPOEIRAS","PE"
"036","17-0036","RUA BARÃO DE LUCENA, N 65, MOCÓS","55870000","CENTRO","TIMBAÚBA","PE"
"056","17-0056","RUA BARÃO DE NAZARE, S/N","55294580","MAGANO","GARANHUNS","PE"
"092","17-0092","RUA BARÃO DE NAZARÉ, S/N, BAIRRO MAGANO","55294580","SAO JOSE","GARANHUNS","PE"
"016","17-0016","RUA CEL. JOÃO DE SOUZA LEÃO, 125","55590000","CENTRO","IPOJUCA","PE"
"143","17-0143","RUA CONSTANTINO LAVRADOR, S/N","56550000","CENTRO","ITAÍBA","PE"
"078","17-0078","RUA CORONEL JAMBO, 39","56163000","CENTRO","PARNAMIRIM","PE"
"091","17-0091","RUA DA MATRIZ, 26","55650000","CENTRO","PASSIRA","PE"
"031","17-0031","RUA DAS FLORES N. 60","55515000","LOTEAMENTO JOAO PAULO II","AMARAJI","PE"
"042","17-0042","RUA DOM LUIZ, NÚMERO 346","55560000","CENTRO","BARREIROS","PE"
"054","17-0054","RUA DOM LUIZ DE BRITO 200","55170000","CENTRO","BREJO DA MADRE DE DEUS","PE"
"062","17-0062","RUA DOS GUARARAPES, 20, (PRAÇA DE EVENTOS)","56600000","CENTRO","SERTÂNIA","PE"
"019","17-0019","RUA DOUTOR EZEQUIEL DE BARROS, SN (FORUM DE ESCADA)","55500000","MARACUJA","ESCADA","PE"
"013","17-0013","RUA DR. JOAQUIM NABUCO, 114 (CONHECIDA COMO RUA DO ROSÁRIO)","54735790","CENTRO","SÃO LOURENÇO DA MATA","PE"
"010","17-0010","RUA DR. MANOEL DE ALMEIDA BELO, 1091","53030030","BAIRRO NOVO","OLINDA","PE"
"117","17-0117","RUA DR. MANOEL DE ALMEIDA BELO, 1091","53030030","BAIRRO NOVO","OLINDA","PE"
"048","17-0048","RUA DR. SALES N 97","55490000","CENTRO","ALTINHO","PE"
"047","17-0047","RUA EDSON DE LIRA PAULA, S/N","55415000","VILA CANARINHO","QUIPAPÁ","PE"
"039","17-0039","RUA ESMERALDINO BANDEIRA, 66 - CENTRO (EM FRENTE À BIBLIOTECA PÚBLICA)","55680000","CENTRO","BONITO","PE"
"034","17-0034","RUA EUCLIDES JOSE DA SILVA, 145 - NA RUA DO 22 BPM","55750000","CENTRO","SURUBIM","PE"
"090","17-0090","RUA JAIR DA CUNHA ANDRADE 57","55865000","CENTRO","MACAPARANA","PE"
"112","17-0112","RUA JOAO CHAGAS, S/N","55125000","CENTRO","TORITAMA","PE"
"058","17-0058","RUA JOAO GALINDO - S/N","55280000","CENTRO","PEDRA","PE"
"085","17-0085","RUA JOAQUIM NABUCO, S/N","53600000","CENTRO","IGARASSU","PE"
"075","17-0075","RUA JOAQUIM SAMPAIO, 2012","56000000","NOSSA SENHORA DAS GRACAS","SALGUEIRO","PE"
"020","17-0020","RUA JORNAL A VOZ DO PLANALTO, S/N","55815155","SANTA CRUZ","CARPINA","PE"
"033","17-0033","RUA JOSÉ BEZERRA, N 64","55730000","CENTRO","BOM JARDIM","PE"
"098","17-0098","RUA JOSÉ MARTINS, 286 - NA RUA DA IGREJA.","56820000","CENTRO","CARNAÍBA","PE"
"137","17-0137","RUA LESTE, 129","56395000","CENTRO","LAGOA GRANDE","PE"
"108","17-0108","RUA LUIZ MESTRE, S/N, CENTRO","56670000","CENTRO","BETÂNIA","PE"
"030","17-0030","RUA MANOEL ANTÔNIO DE SOUZA 15 A - PRÓXIMO AO CERU","55640000","CENTRO","GRAVATÁ","PE"
"132","17-0132","RUA MANOEL SERAFIM DOS SANTOS, 26","55665000","CENTRO","CAMOCIM DE SÃO FÉLIX","PE"
"109","17-0109","RUA MARIA FRANCISCA DA SILVA,39","55192448","SANTO ANTONIO","SANTA CRUZ DO CAPIBARIBE","PE"
"106","17-0106","RUA OLÍVIO FERREIRA DE AZEVEDO, 263 (PRÓXIMO HOSPITAL UNIMED)","55016839","UNIVERSITARIO","CARUARU","PE"
"105","17-0105","RUA OLÍVIO FERREIRA DE AZEVEDO 263","55016839","UNIVERSITARIO","CARUARU","PE"
"057","17-0057","RUA ORLANDO BISPO DE QUEIROZ, S/N, SÃO MIGUEL, PRÓX. CHURRASCARIA 2000","56509330","SAO MIGUEL","ARCOVERDE","PE"
"066","17-0066","RUA PADRE LUIZ DE CAMPOS GOES S/N","56800000","MANOELA VALADARES","AFOGADOS DA INGAZEIRA","PE"
"027","17-0027","RUA PASCOAL CARRAZZONE, 198","55920000","CENTRO","ITAMBÉ","PE"
"067","17-0067","RUA PEDRO SANTOS ESTIMA, 87","56850000","CENTRO","FLORES","PE"
"081","17-0081","RUA PREFEITO RAIMUNDO COIMBRA FILHO, 131","56380000","SENADOR PAULO GUERRA","SANTA MARIA DA BOA VISTA","PE"
"026","17-0026","RUA SÃO JOSÉ, 147","55570000","CENTRO","RIO FORMOSO","PE"
"074","17-0074","RUA SÃO JOSÉ, N 09, CENTRO, PRÓXIMO AO BANCO DO BRASIL","56950000","CENTRO","SÃO JOSÉ DO BELMONTE","PE"
"099","17-0099","RUA SÃO PEDRO, 126","56720000","CENTRO","ITAPETIM","PE"
"135","17-0135","RUA SEBASTIÃO DA ROCHA, S/N","55715000","CENTRO","FEIRA NOVA","PE"
"023","17-0023","RUA SETE DE SETEMBRO, N. 136","55800000","CENTRO","NAZARÉ DA MATA","PE"
"120","17-0120","RUA TENENTE WASTINGNEY WANDENKOLK WANDERLEY, S/N. FORUM LOCAL","55270000","CENTRO","VENTUROSA","PE"
"080","17-0080","RUA TEODÓZIO LEANDRO HORAS, S/N","56220000","CENTRO","BODOCÓ","PE"
"077","17-0077","RUA VER. JOAO GONCALVES  SANTOS, 1021","56180000","CENTRO","CABROBÓ","PE"
"071","17-0071","RUA VEREADOR SILVINO CORDEIRO DE SIQUEIRA, S/N","56912110","AABB","SERRA TALHADA","PE"
