"numero_zona","sigla_uf","endereco","cep","bairro","nome_municipio","sigla_uf"
"041","18-0041","RUA CEL. PATRIOTINO LAGES, 512","64180000","CENTRO","ESPERANTINA","PI"
"018","18-0018","RUA CÍCERO PORTELA, 537","64300000","CENTRO","VALENÇA DO PIAUÍ","PI"
"036","18-0036","RUA DES. JOSÉ MESSIAS, 396","64890000","BAIRRO NOSSA SENHORA DE FÁTIMA","CANTO DO BURITI","PI"
"025","18-0025","RUA DIAS D' ÁVILA, N 10, CENTRO","64830000","CENTRO","JERUMENHA","PI"
"075","18-0075","RUA DOM PEDRO I, 321","64850000","CENTRO","LANDRI SALES","PI"
"035","18-0035","RUA FAUSTO LUSTOSA, 840 - CENTRO","64930000","CENTRO","GILBUÉS","PI"
"039","18-0039","RUA FRANCISCA DE ARAGAO PAIVA S/N","64330000","MATADOURO","SÃO MIGUEL DO TAPUIO","PI"
"061","18-0061","RUA FRANCISCO CASTRO, 940","64800185","MANGUINHA","FLORIANO","PI"
"009","18-0009","RUA FRANCISCO CASTRO, 940, MANGUINHA","64800185","MANGUINHA","FLORIANO","PI"
"029","18-0029","RUA FRANCISCO DAS CHAGAS FORTALEZA, 96","64660000","CENTRO","PIO IX","PI"
"006","18-0006","RUA GAL. TAUMATURGO AZEVEDO, 665","64100000","CENTRO","BARRAS","PI"
"026","18-0026","RUA GUADALAJARA, S/N","64970000","CENTRO","PARNAGUÁ","PI"
"015","18-0015","RUA HELVERCIO PINHEIRO, S/N, BAIRRO SÃO PEDRO","64900000","SÃO PEDRO","BOM JESUS","PI"
"012","18-0012","RUA JOAO BENICIO DA SILVA, 465","64255000","CENTRO","PEDRO II","PI"
"068","18-0068","RUA JOAQUIM RODRIGUES DE MACEDO, 61","64680000","CENTRO","PADRE MARCOS","PI"
"091","18-0091","RUA JONAS CORREIA, 206 - CENTRO","64220000","CENTRO","LUIS CORREIA","PI"
"056","18-0056","RUA LIBERATO JOSÉ, 281","64585000","CENTRO","SIMÕES","PI"
"079","18-0079","RUA LUIZ RIBEIRO, N 315","64795000","CENTRO","CARACOL","PI"
"058","18-0058","RUA MANOEL FAUSTINO 243","64450000","CENTRO","MONSENHOR GIL","PI"
"081","18-0081","RUA MANOEL FERREIRA SN","64730000","CENTRO","CAMPINAS DO PIAUÍ","PI"
"084","18-0084","RUA MARIA DO CARMO ALVES, 44-A","64410000","CENTRO","ANGICAL DO PIAUÍ","PI"
"054","18-0054","RUA MATO GROSSO, 395","64390000","CIDADE NOVA","DEMERVAL LOBÃO","PI"
"040","18-0040","RUA NOVE DE JUNHO, 608","64690000","CENTRO","FRONTEIRAS","PI"
"083","18-0083","RUA PIAUI, S/N","64710000","CENTRO","PAES LANDIM","PI"
"010","18-0010","RUA PORFÍRIO BISPO DE SOUSA, S/N","64607470","DNER","PICOS","PI"
"028","18-0028","RUA PORFÍRIO BISPO DE SOUSA, S/N","64607470","DNER","PICOS","PI"
"062","18-0062","RUA PORFIRIO BISPO DE SOUSA, S/N - BAIRRO DNER","64607470","DNER","PICOS","PI"
"053","18-0053","RUA PREFEITO ANTONIO MORAES E SILVA, 69","64235000","CENTRO","COCAL","PI"
"071","18-0071","RUA PRESIDENTE GETÚLIO VARGAS,SN","64270000","SAO JOSE I","CAPITÃO DE CAMPOS","PI"
"011","18-0011","RUA PROFESSOR BEM, 1167 CENTRO","64260000","CENTRO","PIRIPIRI","PI"
"077","18-0077","RUA RAIMUNDO BEMBEM, S/N","64480000","CAIXA D'AGUA","ARRAIAL","PI"
"057","18-0057","RUA RAIMUNDO GONSALVES DOS SANTOS","64565000","COHAB","ITAINÓPOLIS","PI"
"032","18-0032","RUA SÃO JOSÉ, 283","64290000","CENTRO","ALTOS","PI"
"047","18-0047","RUA SÃO JOSÉ, 283, CENTRO, ALTOS-PI","64290000","CENTRO","ALTOS","PI"
"045","18-0045","RUA SAO JOSE, 59","64190000","CENTRO","BATALHA","PI"
"037","18-0037","RUA SÉRGIO FERREIRA DE CARVALHO, 188","64700000","CENTRO","SIMPLÍCIO MENDES","PI"
"048","18-0048","RUA SETE DE SETEMBRO, 305","64325000","MATIAS","ELESBÃO VELOSO","PI"
"080","18-0080","RUA TENENTE ANISIO 558","64150000","CENTRO","MATIAS OLÍMPIO","PI"
"017","18-0017","RUA ULISSES CARMO, 321","64130000","CENTRO","MIGUEL ALVES","PI"
"063","18-0063","RUA VINTE E QUATRO DE JANEIRO, 243, NORTE","64000080","CENTRO","TERESINA","PI"
"002","18-0002","RUA VINTE E QUATRO DE JANEIRO, N. 243, CENTRO-NORTE.","64000080","CENTRO","TERESINA","PI"
"021","18-0021","RUA WALTER SPINDOLA, 643, CENTRO","64240000","CENTRO","PIRACURUCA","PI"
"014","18-0014","RUA ZECA LOLÓ,160, MALVINAS","64860000","CENTRO","URUÇUÍ","PI"
"020","18-0020","TRAVESSA DOUTOR JOSÉ ABEL, 70 - SÃO SEBASTIÃO","64760000","CENTRO","SÃO JOÃO DO PIAUÍ","PI"
"069","18-0069","TRAVESSA DR JOSÉ ABEL, N70","64760000","CENTRO","SÃO JOÃO DO PIAUÍ","PI"
